#row col OParams_[row][col]
0              0               (0.133877,0)
32             32               (0.136407,0)
1              1               (0.451215,0)
33             33               (0.0210242,0)
2              2               (0.350898,0)
34             34               (0.911358,0)
3              3               (0.470752,0)
35             35               (0.074425,0)
4              4               (0.569847,0)
36             36               (0.635231,0)
5              5               (0.0894532,0)
37             37               (0.556179,0)
6              6               (0.789652,0)
38             38               (0.221634,0)
7              7               (0.418669,0)
39             39               (0.249778,0)
8              8               (0.291865,0)
40             40               (0.803236,0)
9              9               (0.474594,0)
41             41               (0.26994,0)
10             10               (0.286042,0)
42             42               (0.748991,0)
11             11               (0.458125,0)
43             43               (0.306187,0)
12             12               (0.321759,0)
44             44               (0.113174,0)
13             13               (0.119353,0)
45             45               (0.069119,0)
14             14               (0.694761,0)
46             46               (0.647797,0)
15             15               (0.790206,0)
47             47               (0.392524,0)
16             16               (0.529937,0)
48             48               (0.398371,0)
17             17               (0.190357,0)
49             49               (0.596991,0)
18             18               (0.88842,0)
50             50               (0.370605,0)
19             19               (0.0384382,0)
51             51               (0.283265,0)
20             20               (0.885305,0)
52             52               (0.261775,0)
21             21               (0.520485,0)
53             53               (0.0195213,0)
22             22               (0.506688,0)
54             54               (0.99892,0)
23             23               (0.608704,0)
55             55               (0.930338,0)
24             24               (0.872323,0)
56             56               (0.162068,0)
25             25               (0.795708,0)
57             57               (0.494311,0)
26             26               (0.550787,0)
58             58               (0.728838,0)
27             27               (0.0140257,0)
59             59               (0.449801,0)
28             28               (0.183249,0)
60             60               (0.056722,0)
29             29               (0.191903,0)
61             61               (0.0122514,0)
30             30               (0.0845767,0)
62             62               (0.000607955,0)
31             31               (0.134165,0)
63             63               (0.231041,0)
0             32               (0.576431,0.911263)
1             33               (0.361228,0.67312)
2             34               (0.270851,0.780637)
3             35               (0.23218,0.101084)
4             36               (0.307979,0.664376)
5             37               (0.0226,0.711268)
6             38               (0.51321,0.0476587)
7             39               (0.3229,0.210311)
8             40               (0.209041,0.490019)
9             41               (0.0590945,0.61418)
10             42               (0.500508,0.606953)
11             43               (0.260833,0.531823)
12             44               (0.98981,0.655933)
13             45               (0.185165,0.419604)
14             46               (0.915061,0.80704)
15             47               (0.894318,0.483088)
16             48               (0.701442,0.112547)
17             49               (0.382279,0.668891)
18             50               (0.0908899,0.643346)
19             51               (0.99213,0.198109)
20             52               (0.0545966,0.476161)
21             53               (0.617673,0.989318)
22             54               (0.371542,0.154712)
23             55               (0.562618,0.39809)
24             56               (0.346681,0.598306)
25             57               (0.555081,0.322253)
26             58               (0.959632,0.614062)
27             59               (0.758689,0.105019)
28             60               (0.511924,0.47078)
29             61               (0.568105,0.0217948)
30             62               (0.435504,0.45714)
31             63               (0.493345,0.629554)
