12 12
#row col OParams_[row][col]
0              0               (0.4,0.0)
4              4               (0.1,0.0)
1              1               (0.4,0.0)
5              5               (0.1,0.0)
2              2               (0.1,0.0)
6              6               (0.4,0.0)
3              3               (0.1,0.0)
7              7               (0.4,0.0)
0              4               (0.144,0.144)
1              5               (-0.144,-0.144)
2              6               (0.144,-0.144)
3              7               (-0.144,0.144)
